vehiculo_specs_key,ejes,llantas,largo_m,ancho_m,alto_m
1553,4,12,11.2,2.6,3.8
1554,2,6,7.17,2.3,2.9
1555,2,6,8.5,2.4,3.5
1556,2,,7.17,2.3,2.9
1557,3,10,11.45,2.6,3.8
1558,2,6,7.55,2.4,2.9
1559,2,4,5.38,1.99,2.49
1560,2,6,6.8,2.4,3.4
1561,2,6,6.29,2.4,3.07
1562,2,6,6.9,2.36,3.15
1563,2,6,6.85,2.44,3.15
1564,2,6,7.2,2.15,2.5
1565,2,6,7.14,2.2,2.48
1566,2,6,7.18,2.3,2.77
1567,2,6,7.35,2.3,3.05
1568,2,6,6.9,2.35,3.12
1569,2,6,6.8,2.4,3.2
1570,2,6,7.57,2.3,3.14
1571,2,6,6.41,2.6,3.112
1572,2,,7.78,2.4,3.34
1573,2,6,9.55,2.6,3.525
1574,2,6,7.5,2.3,3.5
1575,2,6,6.96,2.36,3.25
1576,4,12,8.5,2.6,3.6
1577,2,6,8.93,2.6,3.94
1578,2,6,7.0,2.35,3.1
1579,2,6,6.8,2.4,3.33
1580,2,6,6.5,2.3,2.5
1581,2,6,6.72,2.37,3.18
1582,3,10,10.8,2.6,3.75
1583,3,10,9.5,2.5,3.3
1584,3,10,9.61,2.6,3.23
1585,2,6,6.8,2.4,3.31
1586,2,6,6.89,1.98,3.12
1587,2,6,7.8,2.35,2.8
1588,3,10,11.5,2.6,3.45
1589,3,10,8.48,2.6,3.653
1590,2,,6.44,2.21,2.7
1591,2,6,7.59,2.31,2.99
1592,3,12,13.7,2.47,3.5
1593,2,6,6.98,2.34,3.07
1594,2,6,7.4,2.43,3.5
1595,2,6,7.0,2.2,3.0
1596,2,6,7.4,2.4,2.5
1597,2,6,7.134,2.148,2.48
1598,2,6,7.4,2.3,3.4
1599,2,6,7.5,2.3,3.0
1600,2,,7.0,2.34,3.0
1601,2,6,11.6,2.6,3.55
1602,2,6,7.43,2.4,3.5
1603,2,6,6.44,2.21,2.4
1604,2,6,8.9,2.6,3.4
1605,2,6,6.605,2.2,3.42
1606,2,6,7.45,2.3,3.65
1607,2,6,6.8,2.37,2.81
1608,2,6,7.54,2.55,3.55
1609,2,6,7.7,2.6,4.08
1610,2,6,7.25,2.4,3.5
1611,2,6,7.6,2.2,3.2
1612,2,6,7.5,2.3,2.7
1613,2,6,7.5,2.52,3.45
1614,2,6,7.15,2.4,3.35
1615,2,6,7.0,2.27,2.7
1616,2,6,6.0,2.2,2.5
1617,2,6,9.3,2.6,4.0
1618,2,6,7.7,2.25,3.3
1619,2,6,7.25,2.15,2.6
1620,2,6,7.6,2.35,3.1
1621,2,6,7.19,2.25,3.22
1622,2,6,7.37,2.2,3.45
1623,2,6,12.0,2.5,3.5
1624,2,6,8.25,2.35,3.65
1625,2,6,9.2,2.5,4.0
1626,2,6,6.61,2.45,2.5
1627,2,6,7.1,2.3,2.42
1628,2,6,8.4,2.35,3.2
1629,2,6,8.3,2.3,3.3
1630,2,6,8.7,2.42,3.8
1631,2,6,8.4,2.58,3.85
1632,2,6,8.5,2.35,3.2
1633,2,6,8.0,2.3,3.2
1634,2,6,12.0,2.6,4.1
1635,2,6,8.4,2.32,3.1
1636,2,6,8.5,2.35,3.6
1637,2,6,8.65,2.3,3.3
1638,2,6,8.65,2.3,3.7
1639,2,6,8.2,2.36,3.7
1640,2,6,8.0,2.4,3.1
1641,2,6,8.161,2.42,2.98
1642,2,6,8.4,2.4,4.1
1643,2,6,8.25,2.4,3.7
1644,2,6,8.5,2.4,3.6
1645,2,6,8.26,2.33,3.55
1646,2,6,8.7,2.5,3.5
1647,2,6,8.35,2.4,2.9
1648,2,6,8.8,2.4,3.65
1649,2,6,8.9,2.6,2.9
1650,2,6,7.3,2.35,3.3
1651,2,6,6.44,2.21,2.41
1652,2,,6.72,2.37,3.18
1653,2,6,8.0,2.25,3.3
1654,2,6,7.36,2.35,2.72
1655,2,6,6.75,2.3,3.2
1656,2,6,7.9,2.4,3.1
1657,4,12,12.17,2.6,4.6
1658,2,6,8.35,2.36,3.25
1659,2,6,7.73,2.26,3.29
1660,4,12,11.5,2.6,3.95
1661,2,6,7.0,2.4,3.4
1662,2,6,6.85,2.5,2.6
1663,2,6,8.11,2.15,3.05
1664,2,6,8.85,2.45,3.3
1665,2,6,8.25,2.2,2.48
1666,2,6,8.61,2.4,4.1
1667,2,6,7.73,2.4,3.75
1668,2,6,6.4,2.2,2.53
1669,2,6,6.9,2.11,2.54
1670,2,6,7.55,2.37,3.46
1671,2,6,6.76,2.26,2.4
1672,2,6,7.1,2.43,3.31
1673,2,6,8.4,2.4,3.4
1674,2,6,8.4,2.35,3.4
1675,2,6,7.97,2.28,3.4
1676,2,6,8.45,2.2,3.1
1677,2,6,8.1,2.3,3.45
1678,2,6,8.2,2.25,3.15
1679,2,6,8.05,2.4,3.4
1680,2,,8.1,2.35,2.55
1681,2,6,8.3,2.4,2.9
1682,2,6,8.3,2.5,3.6
1683,3,6,7.34,2.55,4.0
1684,2,6,6.65,2.33,3.35
1685,2,6,7.45,2.28,3.56
1686,2,6,8.6,2.6,3.3
1687,2,6,8.1,2.15,3.7
1688,2,6,8.55,2.43,2.48
1689,2,6,8.35,2.35,3.5
1690,2,6,8.2,2.26,3.05
1691,2,6,8.8,2.4,3.85
1692,2,6,8.0,2.4,2.65
1693,2,6,8.45,2.45,3.5
1694,2,6,8.25,2.4,3.4
1695,2,6,9.5,2.6,3.5
1696,2,6,8.2,2.2,2.5
1697,2,6,8.25,2.3,3.1
1698,2,6,8.1,2.4,3.15
1699,2,6,8.2,2.45,3.2
1700,2,6,8.5,2.4,2.9
1701,2,6,9.0,2.4,3.5
1702,2,6,8.15,2.4,3.3
1703,2,6,8.65,2.45,3.85
1704,2,6,8.361,2.4,3.7
1705,2,6,8.15,2.3,3.4
1706,2,6,8.55,2.6,3.745
1707,2,6,8.73,2.42,2.6
1708,2,6,7.5,2.35,2.6
1709,2,6,8.5,2.45,4.0
1710,2,6,8.4,2.3,2.83
1711,2,6,8.65,2.35,3.8
1712,2,6,8.2,2.4,3.2
1713,2,4,8.13,2.25,2.76
1714,2,6,8.2,2.4,3.3
1715,2,6,9.6,2.34,3.7
1716,2,6,8.7,2.35,3.6
1717,2,6,8.2,2.3,3.3
1718,2,6,8.2,2.3,2.7
1719,3,10,11.7,2.6,3.67
1720,3,10,8.28,2.5,3.638
1721,2,6,8.3,2.4,3.84
1722,2,6,8.3,2.4,3.4
1723,2,6,6.5,2.21,2.7
1724,2,6,6.65,2.45,2.85
1725,2,6,7.2,2.2,3.4
1726,2,6,7.3,2.3,3.4
1727,2,6,6.9,2.3,3.5
1728,2,6,6.8,2.34,3.1
1729,2,6,6.53,2.35,2.44
1730,2,6,7.2,2.27,3.15
1731,2,6,7.32,2.53,3.45
1732,2,6,7.3,2.2,3.45
1733,2,6,7.2,2.18,3.2
1734,2,6,7.1,2.34,3.44
1735,2,6,7.35,2.27,3.08
1736,2,6,7.18,2.26,3.0
1737,2,6,6.9,2.4,2.55
1738,2,6,7.36,2.25,3.45
1739,2,6,6.25,2.28,2.45
1740,2,6,7.95,2.48,3.47
1741,2,6,7.2,2.46,3.3
1742,2,6,7.2,2.3,2.6
1743,2,6,7.7,2.46,3.6
1744,2,6,7.4,2.4,3.45
1745,2,6,7.5,2.3,2.48
1746,2,,7.32,2.21,3.02
1747,2,6,6.55,2.24,2.92
1748,2,6,7.2,2.49,3.45
1749,2,6,7.4,2.31,3.2
1750,2,6,6.9,2.3,3.1
1751,2,6,7.35,2.55,3.2
1752,2,6,6.9,2.4,2.9
1753,2,6,7.3,2.42,3.05
1754,2,6,7.4,2.3,2.72
1755,2,6,7.21,2.47,3.5
1756,2,6,7.7,2.25,3.15
1757,2,6,6.9,2.4,3.5
1758,2,6,7.25,2.34,2.55
1759,2,6,7.26,2.58,3.05
1760,2,6,7.1,2.3,2.64
1761,2,6,7.49,2.35,3.05
1762,2,6,7.1,2.33,3.06
1763,2,6,7.14,2.4,3.48
1764,2,6,6.82,2.2,2.92
1765,2,6,7.2,2.3,3.2
1766,2,6,7.13,2.3,2.63
1767,2,6,7.0,2.2,3.2
1768,2,6,7.1,2.4,3.2
1769,2,6,7.3,2.35,2.5
1770,2,4,4.55,2.1,2.67
1771,2,,5.44,2.17,2.8
1772,2,4,5.55,2.35,3.2
1773,2,6,7.32,2.53,3.75
1774,2,6,6.95,2.4,3.5
1775,2,6,6.2,2.22,2.47
1776,3,10,6.39,2.5,3.62
1777,2,6,7.07,2.33,3.55
1778,2,6,7.13,2.14,2.48
1779,4,12,8.62,2.6,3.69
1780,2,6,7.19,2.2,2.93
1781,2,6,7.4,2.4,3.32
1782,2,6,7.2,2.15,2.9
1783,4,12,7.09,2.5,3.24
1784,2,6,6.35,2.6,3.0
1785,2,6,7.28,2.52,3.55
1786,2,,6.8,2.4,1.6
1787,2,,7.15,2.43,3.44
1788,2,6,7.15,2.4,3.05
1789,3,10,9.342,2.5,3.62
1790,2,6,5.89,2.1,2.24
1791,2,6,7.5,2.35,3.3
1792,2,6,7.3,2.35,3.15
1793,2,6,7.25,2.4,3.4
1794,2,6,7.4,2.3,3.3
1795,2,6,6.7,2.1,2.54
1796,4,,8.6,2.6,3.3
1797,4,12,10.8,2.6,3.7
1798,3,10,10.7,2.6,3.2
1799,3,,11.5,2.6,3.9
1800,4,12,12.51,2.6,4.1
1801,3,10,10.0,2.55,3.2
1802,2,,6.0,2.4,3.1
1803,2,4,6.35,2.4,2.8
1804,2,6,6.0,2.14,2.47
1805,2,6,5.88,2.44,2.44
1806,2,6,9.75,2.6,3.43
1807,2,6,7.85,2.35,3.3
1808,2,6,7.34,2.45,3.43
1809,2,6,7.15,2.15,2.85
1810,2,6,7.25,2.4,4.08
1811,2,,6.0,2.4,0.0
1812,2,6,7.4,2.5,3.4
1813,2,6,7.41,2.38,3.3
1814,2,6,7.34,2.43,3.45
1815,2,,7.34,2.45,3.45
1816,2,6,7.36,2.3,3.18
1817,2,6,8.49,2.5,3.78
1818,2,6,8.6,2.45,3.62
1819,2,6,5.25,2.16,2.4
1820,2,6,8.6,2.5,3.45
1821,2,4,6.8,2.4,2.7
1822,2,4,6.19,2.34,2.97
1823,2,4,6.4,2.5,3.16
1824,2,6,7.4,2.2,2.5
1825,2,,6.5,2.39,2.8
1826,2,4,6.05,2.3,3.2
1827,2,6,7.25,2.25,2.51
1828,2,4,7.18,2.39,3.7
1829,2,6,8.7,2.2,3.45
1830,2,6,7.23,2.4,3.95
1831,2,6,7.3,2.4,3.5
1832,2,6,8.35,2.6,3.75
1833,4,12,11.9,2.6,3.95
1834,3,10,11.1,2.6,3.4
1835,3,10,12.0,2.5,3.7
1836,3,10,11.6,2.6,3.9
1837,3,10,9.6,2.6,3.5
1838,2,6,7.85,2.35,3.44
1839,2,4,4.92,1.9,2.0
1840,3,10,6.9,2.6,3.6
1841,2,6,7.85,2.39,3.51
1842,2,6,7.8,2.35,3.3
1843,2,6,7.3,2.2,2.95
1844,2,6,8.5,2.4,2.6
1845,4,12,11.4,2.6,3.5
1846,2,6,5.25,2.16,1.81
1847,3,10,8.845,2.6,3.17
1848,4,12,11.5,2.6,3.4
1849,3,10,10.0,2.6,3.8
1850,2,,6.7,2.5,3.4
1851,3,10,10.28,2.5,3.8
1852,3,10,10.0,2.59,3.9
1853,3,10,10.15,2.5,3.5
1854,3,10,10.2,2.59,3.9
1855,3,10,10.0,2.4,3.9
1856,2,,8.0,2.25,3.12
1857,2,6,8.5,2.6,3.85
1858,2,6,7.55,2.23,3.28
1859,2,6,7.4,2.2,3.4
1860,3,10,11.55,2.6,3.45
1861,2,6,7.92,2.3,3.25
1862,2,,7.58,2.28,3.01
1863,2,6,9.7,2.6,3.7
1864,2,6,7.0,2.2,2.55
1865,2,6,7.38,2.43,3.69
1866,2,6,7.7,2.49,2.8
1867,2,6,5.25,2.17,1.81
1868,2,,7.2,2.4,3.2
1869,2,6,7.17,2.2,2.48
1870,2,,7.17,2.2,2.48
1871,4,12,7.75,2.607,3.424
1872,2,6,6.45,2.39,3.0
1873,2,6,5.88,2.16,2.23
1874,4,12,8.39,2.6,3.29
1875,4,12,8.96,2.56,3.93
1876,2,6,7.2,2.44,3.4
1877,2,,7.2,2.44,3.4
1878,2,6,7.934,2.176,2.3
1879,2,6,7.93,2.17,2.3
1880,2,,7.0,2.2,2.9
1881,3,10,8.16,2.6,3.4
1882,2,6,8.9,2.4,3.7
1883,3,10,10.18,2.5,3.8
1884,3,8,11.3,2.6,3.8
1885,4,12,8.7,2.6,3.75
1886,4,12,8.8,2.6,3.53
1887,2,6,8.0,2.25,3.1
1888,2,6,8.0,2.3,3.35
1889,2,6,8.3,2.35,3.4
1890,2,6,7.2,2.5,3.65
1891,2,6,7.3,2.2,3.65
1892,4,12,11.8,2.6,3.8
1893,2,6,7.22,2.3,3.2
1894,2,6,8.2,2.3,3.4
1895,2,6,6.51,2.35,2.7
1896,2,6,9.893,2.6,3.81
1897,3,10,10.55,2.6,3.45
1898,2,6,9.43,2.5,3.7
1899,2,6,8.0,2.45,3.5
1900,4,12,8.54,2.6,3.33
1901,2,6,8.6,2.5,3.75
1902,4,12,8.51,2.6,3.4
1903,4,12,8.49,2.6,3.69
1904,2,6,7.15,2.34,3.46
1905,2,,6.4,2.3,2.7
1906,2,6,7.2,2.36,2.74
1907,2,6,8.0,2.45,2.55
1908,2,6,6.95,2.2,3.0
1909,2,6,8.0,2.35,3.3
1910,2,6,7.95,2.5,3.25
1911,2,6,8.0,2.3,3.7
1912,2,6,8.45,2.3,3.5
1913,2,6,7.9,2.4,3.0
1914,2,6,7.2,2.3,3.6
1915,2,6,7.934,2.176,2.8
1916,2,6,8.15,2.28,2.7
1917,2,6,8.5,2.43,2.6
1918,2,6,7.6,2.3,3.5
1919,2,6,7.2,2.3,3.51
1920,2,6,7.26,2.4,3.605
1921,2,6,7.6,2.5,3.4
1922,2,6,7.55,2.4,3.15
1923,2,6,9.25,2.55,2.6
1924,2,6,7.22,2.4,3.61
1925,2,6,8.05,2.25,2.68
1926,2,6,7.43,2.4,2.78
1927,2,6,7.43,2.4,3.28
1928,3,10,10.745,2.5,3.4
1929,3,10,9.9,2.5,3.98
1930,3,6,9.9,2.5,3.9
1931,3,10,7.6,2.5,3.3
1932,2,6,9.1,2.5,3.75
1933,3,10,9.8,2.5,3.85
1934,3,10,11.0,2.5,3.98
1935,3,10,10.1,2.5,3.6
1936,3,10,9.55,2.55,3.8
1937,3,10,10.23,2.5,3.83
1938,3,10,8.25,2.55,3.3
1939,2,6,7.45,2.2,3.0
1940,2,6,10.2,2.6,3.6
1941,3,10,8.1,2.55,3.41
1942,3,,7.89,2.5,3.24
1943,3,10,10.641,2.486,3.2
1944,3,10,11.1,2.6,3.9
1945,2,6,5.63,2.1,2.24
1946,2,6,7.2,2.6,3.47
1947,4,12,8.57,2.53,3.52
1948,2,6,7.4,2.35,3.35
1949,3,10,11.39,2.6,4.0
1950,3,10,9.4,2.5,3.4
1951,4,12,8.64,2.6,3.365
1952,4,12,8.67,2.6,3.7
1953,2,6,7.2,2.2,3.2
1954,2,6,10.0,2.4,2.7
1955,3,10,10.9,2.7,3.8
1956,3,,9.99,2.6,3.5
1957,3,,8.25,2.25,3.3
1958,2,6,7.17,2.4,3.63
1959,2,6,7.1,2.45,3.25
1960,2,6,7.47,2.45,3.1
1961,4,12,8.42,2.6,3.45
1962,2,6,7.68,2.15,2.5
1963,2,6,8.5,2.34,3.5
1964,3,10,8.6,2.84,3.65
1965,4,12,8.691,2.6,2.75
1966,3,10,7.73,2.49,1.99
1967,2,6,7.3,2.45,3.2
1968,2,6,5.25,2.17,2.4
1969,2,6,8.1,2.4,3.6
1970,2,6,7.45,2.3,3.1
1971,3,10,8.75,2.49,3.09
1972,2,6,7.31,2.4,3.33
1973,3,,7.3,2.49,1.99
1974,2,6,7.15,2.5,3.16
1975,4,12,8.78,2.6,3.785
1976,2,6,7.25,2.3,3.0
1977,3,,7.5,2.6,3.3
1978,4,12,11.1,2.6,3.8
1979,2,6,7.9,2.3,3.7
1980,2,6,6.8,2.0,2.8
1981,2,6,9.19,2.6,3.37
1982,2,6,9.2,2.6,3.8
1983,2,6,11.5,2.55,3.65
1984,2,6,9.2,2.5,3.8
1985,4,12,8.7,2.6,3.8
1986,4,,8.6,2.6,3.55
1987,3,10,11.8,2.6,3.2
1988,4,12,11.65,2.6,4.05
1989,2,6,7.3,2.2,2.6
1990,2,6,7.3,2.25,2.68
1991,3,10,9.7,2.6,3.7
1992,3,10,11.5,2.6,4.0
1993,3,10,10.4,2.5,3.7
1994,4,12,11.2,2.6,3.9
1995,2,6,5.9,2.02,2.9
1996,4,12,8.38,2.6,3.59
1997,2,6,6.15,2.176,2.55
1998,2,6,7.6,2.3,3.14
1999,2,6,7.95,2.3,3.5
2000,2,6,8.165,2.3,3.56
2001,2,6,7.55,2.47,3.85
2002,2,6,8.434,2.35,3.2
2003,2,6,7.32,3.32,2.35
2004,2,6,7.13,2.5,2.4
2005,2,6,7.33,2.55,3.2
2006,2,6,7.5,2.2,3.2
2007,2,6,7.32,2.35,3.32
2008,2,6,7.7,2.6,3.6
2009,2,,5.91,1.99,2.71
2010,2,6,9.4,2.59,3.8
2011,2,6,5.92,2.14,2.31
2012,4,12,8.65,2.54,3.4
2013,4,12,8.62,2.6,3.66
2014,3,10,11.0,2.6,3.95
2015,3,10,9.3,2.6,3.25
2016,3,10,9.45,2.49,2.94
2017,3,10,9.9,2.6,3.2
2018,2,6,7.5,2.6,3.4
2019,2,6,7.4,2.45,3.3
2020,2,6,9.8,2.6,4.1
2021,2,6,5.79,2.12,2.34
2022,2,6,7.35,2.176,3.15
2023,2,6,7.3,2.42,2.48
2024,2,6,8.75,2.5,2.98
2025,2,6,7.4,2.3,3.35
2026,2,6,6.85,2.48,2.95
2027,4,12,9.2,2.6,3.5
2028,2,6,7.36,2.4,3.8
2029,2,4,5.91,1.99,2.71
2030,2,6,7.9,2.35,3.4
2031,2,4,5.91,1.993,2.716
2032,2,6,7.5,2.25,3.25
2033,3,10,9.75,2.52,3.0
2034,3,10,10.65,2.6,3.6
2035,4,12,11.8,2.6,4.09
2036,4,12,11.25,2.6,4.02
2037,4,14,13.2,2.6,4.1
2038,2,6,7.7,2.55,3.3
2039,2,,7.94,2.18,2.8
2040,2,,7.2,2.4,2.65
2041,2,6,7.581,2.582,3.978
2042,2,6,7.52,2.35,3.65
2043,2,6,7.94,2.28,3.2
2044,2,6,8.14,2.2,3.25
2045,2,6,7.1,2.25,2.6
2046,2,6,8.4,2.3,3.45
2047,2,6,9.0,2.5,3.8
2048,2,6,7.3,2.3,3.55
2049,2,6,7.23,2.4,3.12
2050,2,6,7.27,2.6,2.63
2051,2,6,7.15,2.42,3.05
2052,2,6,7.4,2.2,2.3
2053,2,6,5.53,2.1,2.24
2054,2,6,7.15,2.5,3.43
2055,2,6,5.96,2.02,2.58
2056,4,12,8.665,2.6,3.736
2057,3,10,8.03,2.48,3.0
2058,4,12,8.59,2.6,3.655
2059,2,6,7.71,2.42,2.85
2060,2,6,7.23,2.4,3.22
2061,3,10,7.5,2.2,3.2
2062,2,6,7.6,2.3,3.1
2063,4,12,9.07,2.6,3.696
2064,3,10,10.2,2.6,3.7
2065,2,6,7.134,2.176,2.48
2066,2,6,7.8,2.25,3.27
2067,2,6,7.8,2.35,3.45
2068,2,6,7.5,2.5,3.8
2069,2,6,7.42,2.47,3.55
2070,2,6,7.3,2.2,2.5
2071,2,4,5.91,1.993,2.753
2072,2,6,7.4,2.5,2.6
2073,2,,7.3,2.18,2.5
2074,2,6,7.3,2.18,2.5
2075,2,,7.3,2.4,3.81
2076,2,6,7.62,2.3,3.2
2077,2,6,5.92,1.14,2.31
2078,3,10,10.5,2.6,3.45
2079,4,12,12.1,2.6,3.8
2080,2,6,7.15,2.2,2.85
2081,2,6,7.22,2.2,2.65
2082,2,6,7.6,2.4,3.0
2083,2,6,7.2,2.4,3.3
2084,2,6,7.22,2.4,3.655
2085,2,6,7.2,2.3,3.4
2086,2,6,8.8,2.45,3.6
2087,2,6,10.0,2.6,4.1
2088,3,10,9.19,2.6,3.97
2089,3,10,13.0,2.6,4.1
2090,2,6,8.2,2.4,3.65
2091,2,6,6.6,2.2,2.44
2092,2,,6.5,2.4,2.2
2093,2,6,5.87,2.1,2.26
2094,2,6,7.4,2.17,3.0
2095,2,,6.9,2.5,2.75
2096,2,6,5.94,2.21,3.16
2097,2,6,6.2,2.4,2.6
2098,2,6,6.6,2.3,3.1
2099,2,6,6.45,2.3,2.95
2100,2,,6.5,2.5,2.95
2101,2,6,7.35,2.1,2.7
2102,2,6,7.3,2.2,2.48
2103,2,6,7.2,2.2,3.51
2104,2,6,6.7,2.0,2.2
2105,2,6,7.34,2.4,3.4
2106,2,6,6.3,2.2,2.6
2107,2,6,7.5,2.35,3.5
2108,2,4,5.926,1.993,2.652
2109,4,12,8.67,2.6,3.56
2110,2,6,7.2,2.3,3.1
2111,2,6,7.17,2.19,2.52
2112,2,6,8.3,2.4,3.5
2113,2,6,7.584,2.3,3.1
2114,3,10,9.31,2.6,4.0
2115,3,10,8.52,2.5,3.15
2116,2,6,7.73,2.35,3.45
2117,2,6,7.6,2.3,3.46
2118,2,6,7.5,2.3,3.4
2119,2,6,7.45,2.3,3.0
2120,2,6,8.2,2.3,3.2
2121,2,6,7.5,2.45,3.1
2122,2,6,5.9,2.45,2.5
2123,2,6,7.25,2.25,2.83
2124,3,10,12.641,2.6,3.6
2125,2,6,7.8,2.6,3.7
2126,2,6,7.4,2.38,3.45
2127,4,12,10.95,2.6,3.9
2128,2,6,7.7,2.35,3.0
2129,2,6,6.3,2.45,2.3
2130,3,10,11.3,2.6,3.1
2131,2,6,5.63,2.1,3.0
2132,4,12,11.3,2.6,3.9
2133,4,12,8.6,2.6,3.75
2134,4,12,11.5,2.6,3.905
2135,4,12,11.1,2.6,4.1
2136,2,6,9.56,2.49,2.5
2137,2,6,7.22,2.3,3.65
2138,2,6,7.22,2.4,3.6
2139,3,10,12.85,2.6,3.75
2140,2,6,7.1,2.5,3.55
2141,2,6,7.48,2.51,3.58
2142,2,6,7.1,2.4,2.6
2143,2,6,7.534,2.6,3.77
2144,2,6,10.092,2.5,4.05
2145,4,12,10.34,2.6,3.9
2146,2,6,6.52,2.3,3.085
2147,2,6,7.96,2.45,3.5
2148,2,6,7.6,2.25,3.6
2149,2,6,7.14,2.2,2.98
2150,2,6,7.6,2.3,3.28
2151,2,6,7.72,2.3,3.2
2152,2,6,6.0,2.4,3.7
2153,2,6,7.4,2.36,3.7
2154,2,6,9.35,2.56,3.66
2155,3,10,9.8,2.6,3.4
2156,2,6,7.4,2.3,3.36
2157,2,6,7.4,2.4,3.7
2158,2,6,7.55,2.4,3.4
2159,2,6,7.4,2.15,3.0
2160,2,6,7.3,2.3,3.1
2161,2,6,8.04,2.2,2.88
2162,2,6,7.78,2.6,2.6
2163,2,6,8.1,2.6,3.2
2164,2,6,7.9,2.45,3.25
2165,2,6,7.6,2.4,2.7
2166,2,6,7.91,2.6,3.2
2167,3,10,11.0,2.6,3.68
2168,2,6,9.1,2.6,3.8
2169,4,12,8.77,2.6,3.63
2170,3,10,12.35,2.6,4.1
2171,3,10,11.24,2.6,3.97
2172,3,10,11.25,2.6,3.5
2173,2,6,6.0,2.0,2.27
2174,2,6,7.16,2.2,3.45
2175,2,6,6.94,1.993,2.795
2176,2,6,5.6,1.95,2.3
2177,4,12,9.0,2.6,3.65
2178,2,6,7.9,2.45,3.15
2179,4,,8.44,2.6,3.83
2180,2,6,7.134,2.2,2.5
2181,2,6,7.2,2.3,2.9
2182,2,6,8.23,2.42,2.65
2183,2,6,8.3,2.4,3.45
2184,2,6,7.5,2.32,3.0
2185,4,12,9.38,2.6,4.0
2186,2,6,5.8,2.4,2.4
2187,4,12,8.9,2.6,3.7
2188,2,6,8.2,2.3,3.6
2189,2,6,5.8,2.0,2.3
2190,2,6,8.1,2.35,3.4
2191,4,12,8.523,2.6,3.226
2192,2,6,8.1,2.4,4.0
2193,2,6,7.22,2.35,3.22
2194,2,6,7.7,2.3,3.2
2195,2,6,7.7,2.4,3.4
2196,2,6,10.7,2.6,4.1
2197,2,6,6.0,2.5,3.1
2198,2,6,7.6,2.3,3.05
2199,2,6,8.21,2.41,2.45
2200,4,12,8.54,2.6,3.3
2201,2,6,6.134,2.148,2.48
2202,2,6,7.96,2.4,3.58
2203,2,6,9.6,2.6,4.1
2204,4,12,10.53,2.6,3.85
2205,2,6,8.1,2.25,3.4
2206,4,12,11.2,2.6,3.6
2207,2,6,7.15,2.22,3.3
2208,2,6,8.55,2.45,2.95
2209,2,6,6.49,2.46,2.53
2210,2,6,9.2,2.2,3.45
2211,2,6,8.9,2.6,3.2
2212,2,6,8.0,2.35,3.2
2213,2,6,9.1,2.6,3.85
2214,2,6,12.15,2.6,4.1
2215,3,10,11.75,2.6,3.6
2216,2,6,9.0,2.5,3.7
2217,2,6,8.5,2.4,3.4
2218,2,6,8.2,2.4,3.45
2219,2,6,8.0,2.3,2.7
2220,2,6,8.5,2.3,4.1
2221,2,6,8.3,2.5,3.4
2222,2,6,8.1,2.4,3.35
2223,4,12,11.5,2.6,4.0
2224,3,,9.8,2.5,3.0
2225,3,10,9.46,2.5,2.95
2226,3,10,10.6,2.6,3.2
2227,2,6,8.26,2.44,3.55
2228,2,6,8.3,2.45,4.0
2229,2,6,8.3,2.35,3.5
2230,2,6,8.05,2.3,3.3
2231,2,6,8.0,2.5,3.4
2232,2,6,8.13,2.48,3.5
2233,2,6,11.8,2.6,4.1
2234,2,6,8.25,2.35,3.0
2235,2,6,7.26,2.32,2.55
2236,2,,7.25,2.215,2.623
2237,2,6,8.1,2.4,3.27
2238,2,6,8.0,2.3,3.0
2239,2,6,8.1,2.25,3.2
2240,2,6,8.061,2.4,3.405
2241,2,6,8.35,2.4,4.1
2242,2,6,8.59,2.55,2.792
2243,2,6,8.1,2.4,3.45
2244,2,6,8.3,2.5,3.5
2245,2,6,8.45,2.3,3.45
2246,2,6,8.3,2.45,3.41
2247,2,6,8.25,2.56,3.7
2248,2,6,8.09,2.4,3.57
2249,2,6,8.7,2.6,4.0
2250,2,6,8.34,2.268,2.695
2251,2,6,8.8,2.46,3.7
2252,2,6,8.85,2.4,3.9
2253,2,6,10.5,2.53,3.8
2254,2,6,8.5,2.2,2.8
2255,2,6,8.15,2.25,3.1
2256,2,6,8.3,2.4,3.67
2257,2,6,8.34,2.35,3.1
2258,2,6,8.5,2.4,4.1
2259,2,6,8.55,2.4,3.36
2260,2,6,7.964,2.148,2.494
2261,2,6,9.6,2.5,3.8
2262,2,6,8.1,2.56,3.2
2263,2,6,8.25,2.3,3.3
2264,2,6,8.2,2.3,3.1
2265,2,6,8.4,2.5,3.5
2266,2,6,8.3,2.45,3.15
2267,2,6,7.97,2.43,3.28
2268,2,6,8.0,2.55,3.3
2269,2,6,8.7,2.6,2.7
2270,2,6,7.811,2.25,3.2
2271,2,6,8.65,2.43,3.55
2272,2,6,8.7,2.4,3.2
2273,2,6,8.0,2.148,2.5
2274,2,6,7.22,2.2,2.85
2275,2,6,8.28,2.35,3.68
2276,2,6,8.5,2.5,3.4
2277,2,6,7.964,2.5,3.4
2278,2,6,8.2,2.55,3.75
2279,2,6,8.5,2.3,3.5
2280,2,6,8.5,2.2,2.9
2281,2,6,8.3,2.3,3.0
2282,2,6,8.7,2.27,3.4
2283,2,6,8.26,2.45,3.2
2284,2,6,6.3,2.2,2.55
2285,2,,6.5,2.21,2.21
2286,2,,6.5,2.42,2.64
2287,2,,7.3,2.49,2.75
2288,2,6,6.9,2.34,2.9
2289,2,6,6.5,2.5,3.0
