empresa_key,ruc_empresa,estado_ruc,tipo_contribuyente,departamento_empresa,nombre_empresa
3275,20600726693,SIN VERIFICAR,SIN DATO,LIMA,YALPORT SAC
3276,20545047641,SIN VERIFICAR,SIN DATO,LIMA,MP SAN ANTONIO SOCIEDAD ANONIMA CERRADA - MP SAN ANTONIO S.A.C.
3277,10428116912,SIN VERIFICAR,SIN DATO,AYACUCHO,Ã‘AUPA GUERREROS WILMAR
3278,20531860099,SIN VERIFICAR,SIN DATO,LIMA,NEGOCIOS Y SERVICIOS DE TRANSPORTE DE CARGA VEGA & SANTOS S.R.L.
3279,20600537858,SIN VERIFICAR,SIN DATO,LA LIBERTAD,EMPRESA DE TRANSPORTES HMNOS GERONIMO S.A.C.
3280,20602079270,SIN VERIFICAR,SIN DATO,LIMA,TRANSPORTES CIRIACO EXPRESS S.A. - TRANCIESA
3281,10002485732,SIN VERIFICAR,SIN DATO,LIMA,SAMUEL PINTADO BERRU
3282,10423773028,SIN VERIFICAR,SIN DATO,LIMA,PUCUHUANCA TITO EDEN SERGIO
3283,20600585941,SIN VERIFICAR,SIN DATO,LIMA,TRANSPORTE E.Y. BRISHE E.I.R.L.
3284,20554783334,SIN VERIFICAR,SIN DATO,LIMA,GRUPO SAN LUIS PERU SOCIEDAD ANONIMA CERRADA - GRUPO SAN LUIS PERU S.A.C
3285,20606856874,SIN VERIFICAR,SIN DATO,LIMA,GRUPO HASHEM S.A.C.
3286,10456777878,SIN VERIFICAR,SIN DATO,LIMA,MARCAÃ‘AUPA CURO VICTORIA
3287,20523413881,SIN VERIFICAR,SIN DATO,LIMA,CESPEDES EXPRESS E.I.R.L.
3288,10096398986,SIN VERIFICAR,SIN DATO,LIMA,HURTADO LINO ANDRES SAUL
3289,20607017574,SIN VERIFICAR,SIN DATO,LIMA,CORPORACION VB ALCAS SOCIEDAD ANONIMA CERRADA
3290,10424404255,SIN VERIFICAR,SIN DATO,LIMA,CHUQUIMANGO VIDAL JHONY
3291,20600041038,SIN VERIFICAR,SIN DATO,LA LIBERTAD,TRANSPORTES FAJARDO  S.A.C.
3292,10024382724,SIN VERIFICAR,SIN DATO,AREQUIPA,OCORURO VILLALTA RAFAEL
3293,20603956924,SIN VERIFICAR,SIN DATO,LIMA,BIOCOMBUSTIBLES H2O S.A.C.
3294,20530173390,SIN VERIFICAR,SIN DATO,PIURA,EMPRESA PESQUERA ROMYFRAN  S.A.C.
3295,20398018410,SIN VERIFICAR,SIN DATO,LIMA,EMPRESA DE SERVICIOS CHAN CHAN S.A.
3296,20486182513,SIN VERIFICAR,SIN DATO,LIMA,INVERSIONES BRYAN  S.R.L.
3297,10329513721,SIN VERIFICAR,SIN DATO,LA LIBERTAD,JARAMILLO RUIZ JORGE LUIS
3298,10103668633,SIN VERIFICAR,SIN DATO,LA LIBERTAD,MENDOZA CASTAÃ‘EDA WILMER
3299,20606137398,SIN VERIFICAR,SIN DATO,LIMA,SERGEM CARGO S.A.C.
3300,20571224985,SIN VERIFICAR,SIN DATO,LIMA,GEMAZ TRANSPORTES S.R.L.
3301,20559869831,SIN VERIFICAR,SIN DATO,LIMA,CONSORCIO JSG E.I.R.L.
3302,10435173441,SIN VERIFICAR,SIN DATO,LIMA,INFANTE MENDOZA ROSA ELVIRA
3303,20558060981,SIN VERIFICAR,SIN DATO,LIMA,CLOROMAX PERU E.I.R.L.
3304,20502011040,SIN VERIFICAR,SIN DATO,LIMA,STRACON S.A.C.
3305,10161207271,SIN VERIFICAR,SIN DATO,LIMA,GONZALES PALOMINO GUILLERMO ZENON
3306,20533748164,SIN VERIFICAR,SIN DATO,LIMA,CORPORACION ARGUS MD E.I.R.L.
3307,20553783047,SIN VERIFICAR,SIN DATO,LIMA,JAVIMA TRANSPORTES S.A.C.
3308,20601500621,SIN VERIFICAR,SIN DATO,LIMA,EMPRESA DE TRANSPORTES TRES MARIAS HNOS S.A.C.
3309,10471250444,SIN VERIFICAR,SIN DATO,LIMA,SONCCO CARI LIVIA
3310,20219454636,SIN VERIFICAR,SIN DATO,LIMA,EMPRESA DE TRANSPORTES MARCELO E.I.R.L.
3311,20546248918,SIN VERIFICAR,SIN DATO,LIMA,LOGISTICA Y CONTENEDORES C & D S.A.C.
3312,20600102851,SIN VERIFICAR,SIN DATO,LIMA,TRANSPORTE LUCERITO VRAE SOCIEDAD ANONIMA CERRADA-TRANSPORTE LUCERITO VRAE S.A.C.
3313,20490371801,SIN VERIFICAR,SIN DATO,CUSCO,ICARO EXPRESS E.I.R.L.
3314,20555719885,SIN VERIFICAR,SIN DATO,LIMA,AGROPECUARIA MODENA E.I.R.L.
3315,10464893283,SIN VERIFICAR,SIN DATO,LA LIBERTAD,BASILIO RODRIGUEZ KAREN PAOLA
3316,20600408586,SIN VERIFICAR,SIN DATO,LIMA,CELFER MAC S.A.C.
3317,10465785328,SIN VERIFICAR,SIN DATO,LIMA,TUÃ‘OQUE CHAPOÃ‘AN ROSITA MILAGROS
3318,20526590431,SIN VERIFICAR,SIN DATO,LIMA,EXXPOMAR ANT. EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA
3319,10316707055,SIN VERIFICAR,SIN DATO,LIMA,MENACHO GARRO YULISA OLGA
3320,20482648836,SIN VERIFICAR,SIN DATO,LIMA,MERRIS CONSTRUCTORES S.A.C.
3321,10453963573,SIN VERIFICAR,SIN DATO,LIMA,ROSALES PIZARRO DENISSE
3322,20477705562,SIN VERIFICAR,SIN DATO,LA LIBERTAD,SERVICIOS DE TRANSPORTE SIN DIOS NADA SOY S.A.C.
3323,10276876576,SIN VERIFICAR,SIN DATO,LIMA,AGUILAR LEONARDO LUIS JESUS
3324,10200709107,SIN VERIFICAR,SIN DATO,LIMA,MALLQUI CANTURIN CESAR AUGUSTO
3325,20480085184,SIN VERIFICAR,SIN DATO,LAMBAYEQUE,A & B REPRESENTACIONES S.R.L.
3326,10158512659,SIN VERIFICAR,SIN DATO,LIMA,PADILLA MARIANO TRIUNFO EUGENIO
3327,20448885993,SIN VERIFICAR,SIN DATO,AREQUIPA,EMPRESA V Y S DISTRIBUCIONES Y DROGUERIA S.A.C.
3328,10803106393,SIN VERIFICAR,SIN DATO,LIMA,TURPO VALERIANO ADRIAN
3329,10472042837,SIN VERIFICAR,SIN DATO,LIMA,SALINAS GARCIA DARWIN JOEL
3330,10181775501,SIN VERIFICAR,SIN DATO,LA LIBERTAD,FLORES SANDOVAL SEGUNDA
3331,10453548401,SIN VERIFICAR,SIN DATO,LIMA,VILELA MANCHAY ELMER ELIAS
3332,20523787960,SIN VERIFICAR,SIN DATO,LIMA,FCG NEGOCIOS Y SERVICIOS S.A.C.
3333,10457901505,SIN VERIFICAR,SIN DATO,LIMA,BURGA ALTAMIRANO JUAN
3334,20492203166,SIN VERIFICAR,SIN DATO,LIMA,MAQUINARIAS & TRANSPORTES  SANTA ANA E.I.R.L.
3335,10758658011,SIN VERIFICAR,SIN DATO,SAN MARTIN,INFANTE HUARIPATA LIZ YUSTEF
3336,10336752855,SIN VERIFICAR,SIN DATO,LIMA,FERNANDEZ GONZALEZ SANTIAGO
3337,20572235379,SIN VERIFICAR,SIN DATO,LIMA,GRUPO PERALTA PAREDES CARGO S.A.C.
3338,20530175414,SIN VERIFICAR,SIN DATO,PIURA,NEGOCIOS Y REPRESENTACIONES  JASMELY EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA
3339,20603655142,SIN VERIFICAR,SIN DATO,LIMA,HEAVY TRUCK CORPORATION S.A.C.
3340,10426846395,SIN VERIFICAR,SIN DATO,LIMA,GUTIERREZ FLORES MOISES ROLANDO
3341,20275772969,SIN VERIFICAR,SIN DATO,LA LIBERTAD,COMPAÃ‘IA CONTRATISTA DE EQUIPOS Y OBRAS S.A.
3342,20275449751,SIN VERIFICAR,SIN DATO,LA LIBERTAD,EDICAS S.A.C. CONTRATISTAS GENERALES
3343,10092023406,SIN VERIFICAR,SIN DATO,LIMA,SOTA YAÃ‘EZ JULIO
3344,10036700403,SIN VERIFICAR,SIN DATO,PIURA,RIVERA RODRIGUEZ JUAN ALFREDO
3345,20603272596,SIN VERIFICAR,SIN DATO,APURIMAC,LOGISTICA SACSAYHUAMAN CARGO S.A.C
3346,20602613471,SIN VERIFICAR,SIN DATO,CAJAMARCA,SERVICIOS GENERALES ASURCONGA S.R.L.
3347,20530755500,SIN VERIFICAR,SIN DATO,LIMA,L.M.M. CONTRATISTAS GENERALES S.R.L.
3348,10320308271,SIN VERIFICAR,SIN DATO,LIMA,RAMOS CANTARO NARCISO MARCELINO
3349,20100128218,SIN VERIFICAR,SIN DATO,PIURA,PETROLEOS DEL PERU - PETROPERU S.A.
3350,20515797638,SIN VERIFICAR,SIN DATO,LIMA,CORPORACION LOGISTICA EUFRI SOCIEDAD ANONIMA CERRADA
3351,20503943108,SIN VERIFICAR,SIN DATO,LIMA,INDUSTRIAS Y TRANSPORTES JW S.A.C.
3352,20409222618,SIN VERIFICAR,SIN DATO,TUMBES,MARIA MAGDALENA S.R.L.
3353,10451020035,SIN VERIFICAR,SIN DATO,LA LIBERTAD,BARRETO HARO ROXSMER ALEXANDER
3354,20538133133,SIN VERIFICAR,SIN DATO,LIMA,GRUPO SERMEFIT S.A.C.
3355,20100113962,SIN VERIFICAR,SIN DATO,TUMBES,BALAREZO CONTRATISTAS GENERALES S.A.
3356,10004557498,SIN VERIFICAR,SIN DATO,MADRE DE DIOS,BAILON HUARACHA ANGEL
3357,10735267294,SIN VERIFICAR,SIN DATO,LA LIBERTAD,CERIN ALEJOS JESICA BEATRIZ
3358,20508074281,SIN VERIFICAR,SIN DATO,LIMA,EXPRESO GRAEL SOCIEDAD ANONIMA CERRADA
3359,20523318625,SIN VERIFICAR,SIN DATO,LIMA,DEMY CARGO EXPRESS S.A.C.
3360,20406474578,SIN VERIFICAR,SIN DATO,PUNO,EMPRESA CONSTRUCTORA OSCAR S.A.C.
3361,10710039106,SIN VERIFICAR,SIN DATO,LIMA,JAUREGUI RODRIGUEZ KARINA YAMILET
3362,20531952619,SIN VERIFICAR,SIN DATO,LIMA,EMPRESA DE TRANSPORTE CORCINO S.A.C.
3363,20512524380,SIN VERIFICAR,SIN DATO,LIMA,TRANSCARGO PAUCAR'S S.R.L.
3364,20600057821,SIN VERIFICAR,SIN DATO,LIMA,COMERCIAL GISSELLY E.I.R.L
3365,10028313026,SIN VERIFICAR,SIN DATO,PIURA,GUTIERREZ MARTINEZ JUAN CARLOS
3366,20540001031,SIN VERIFICAR,SIN DATO,LIMA,CORPORACION RUIZ S.A.C.
3367,20600854489,SIN VERIFICAR,SIN DATO,LIMA,EMPRESA DE TRANSPORTES POLO RAMIREZ E.I.R.L.
3368,10008283856,SIN VERIFICAR,SIN DATO,SAN MARTIN,VASQUEZ DEL AGUILA JANNETH DE JESUS
3369,20462111895,SIN VERIFICAR,SIN DATO,LIMA,EMPRESA DE TRANSPORTES EUSMARA S.A.C.
3370,10806722958,SIN VERIFICAR,SIN DATO,LIMA,CORREA CONDEZO DANIEL
3371,20602740022,SIN VERIFICAR,SIN DATO,LAMBAYEQUE,GRUPO HERRERA IMPORTACIONES S.A.C.
3372,10443380201,SIN VERIFICAR,SIN DATO,LIMA,ZAVALETA ROMERO DENIS AMERICO
3373,10702136569,SIN VERIFICAR,SIN DATO,LIMA,CUELLAR CHAVEZ VICTORIA NATHALY
3374,20606625988,SIN VERIFICAR,SIN DATO,LIMA,TRANSPORTES DELGADO EXPRESS S.A.C.
3375,10427970928,SIN VERIFICAR,SIN DATO,LIMA,NAUCAPOMA VASQUEZ MARLENE JANETH
3376,10285961730,SIN VERIFICAR,SIN DATO,LIMA,NAVARRO CANALES CIPRIANO
3377,20115788885,SIN VERIFICAR,SIN DATO,MOQUEGUA,EL PORTILLO S.R.L.
3378,20198830195,SIN VERIFICAR,SIN DATO,LIMA,DISAL PERU S.A.C.
3379,20458775746,SIN VERIFICAR,SIN DATO,LIMA,ENVASES VENTANILLA S.A.
3380,20166012687,SIN VERIFICAR,SIN DATO,LIMA,ODEBRECHT PERU INGENIERIA Y CONSTRUCCION S.A.C.
3381,10437983637,SIN VERIFICAR,SIN DATO,LIMA,ROJAS ZAVALA TINO JUNIOR
3382,20600014251,SIN VERIFICAR,SIN DATO,LIMA,TRANSPORTES BUS CARGO NUEVA ERA S.A.C.
3383,20330546612,SIN VERIFICAR,SIN DATO,TUMBES,CONSTRUCTORES Y MINEROS CONTRATISTAS GEN ERALES S.A.C.
3384,20517725715,SIN VERIFICAR,SIN DATO,LIMA,CORPORACION CARRERA INDUSTRIAL MOTORS S.A.C
3385,10154367646,SIN VERIFICAR,SIN DATO,LIMA,AROSTEGUI GARCIA ALCIDES
3386,10469065711,SIN VERIFICAR,SIN DATO,LIMA,CUBAS ZUBIATE DOMINGO ELI
3387,20601093163,SIN VERIFICAR,SIN DATO,LIMA,TAMBO GRANDE S.A.C
3388,20553838046,SIN VERIFICAR,SIN DATO,LIMA,DISTRIBUIDORA DE MATERIALES ENZO S.A.C.
3389,20490492772,SIN VERIFICAR,SIN DATO,CUSCO,EMPRESA DE TRANSPORTES UNIÃ“N BERTHA SOCIEDAD ANÃ“NIMA CERRADA-UNIÃ“N BERTHA S.A.C.
3390,20452225949,SIN VERIFICAR,SIN DATO,LIMA,AGREGADOS Y CONCRETOS S.R.L. AGRECON S.R.L.
3391,20453914268,SIN VERIFICAR,SIN DATO,LIMA,GRUPO JACEP S.R.L.
3392,20605979603,SIN VERIFICAR,SIN DATO,LIMA,TRANSPORTES Y LOGISTICA MELVIN E.I.R.L.
3393,20482684042,SIN VERIFICAR,SIN DATO,LA LIBERTAD,JM FERRETEROS Y SERVICIOS S.A.C.
3394,10725112071,SIN VERIFICAR,SIN DATO,LIMA,PONCE GUERRA JORGE RAMON
3395,10190296691,SIN VERIFICAR,SIN DATO,LIMA,LUJAN ZAVALETA FIDENCIO
3396,20495965024,SIN VERIFICAR,SIN DATO,CAJAMARCA,LAS AGUILAS S.R.L.
3397,10430551103,SIN VERIFICAR,SIN DATO,LIMA,CARRASCO CCARHUAS ERNESTO
3398,20523194713,SIN VERIFICAR,SIN DATO,LIMA,EPSA PERU SOCIEDAD ANONIMA CERRADA
3399,20603549849,SIN VERIFICAR,SIN DATO,LIMA,GRUPO EMPRESARIAL N & G S.A.C.
3400,10295209629,SIN VERIFICAR,SIN DATO,AREQUIPA,CASTRO TEJADA TERESA ROSA
3401,20510651660,SIN VERIFICAR,SIN DATO,LIMA,REPRESENTACIONES ENVARMIN SAC
3402,20602409334,SIN VERIFICAR,SIN DATO,AYACUCHO,XIAR EXPRESS S.A.C.
3403,20459960695,SIN VERIFICAR,SIN DATO,LIMA,PROMOCIONES E INVERSIONES CINCO S.A.C.
3404,10703242982,SIN VERIFICAR,SIN DATO,LIMA,SANCHEZ TAYPE ROSA AMELIA
3405,20606397586,SIN VERIFICAR,SIN DATO,LIMA,AGROPECUARIA EL ABUELO CHICKEN E.I.R.L.
3406,20215365124,SIN VERIFICAR,SIN DATO,LIMA,SERVICIOS FABRICACIONES Y REPARACIONES ELECTROMECANICAS S.A.C.-SEFREL INGENIEROS S.A.C.
3407,20559625885,SIN VERIFICAR,SIN DATO,LA LIBERTAD,SERVIMUL GRUPO ALTOMAR E.I.R.L.
3408,10335726907,SIN VERIFICAR,SIN DATO,LAMBAYEQUE,CALLE JULCA SILVERIO
3409,20602869564,SIN VERIFICAR,SIN DATO,LA LIBERTAD,TRANSPORTE Y CONCESIONARIO DE ALIMENTOS EL MANA S.A.C. - TRANSCALMA S.A.C.
3410,20482506705,SIN VERIFICAR,SIN DATO,LA LIBERTAD,TRANSPORTE JUAMAR INVERSIONES S.A.C.
3411,20486968487,SIN VERIFICAR,SIN DATO,LIMA,EMPRESA JEVIL S.A.C.
3412,20606661704,SIN VERIFICAR,SIN DATO,LIMA,TRANSPORTES QORYINTI S.A.C.
3413,10448143576,SIN VERIFICAR,SIN DATO,LA LIBERTAD,SAUCEDA LESCANO MELVIN ARACELI
3414,10040363179,SIN VERIFICAR,SIN DATO,LIMA,CARHUACHAGUA PANDURO JORGE
3415,10167165201,SIN VERIFICAR,SIN DATO,LIMA,SOSA URCIA JAIME LUIS
3416,20608445413,SIN VERIFICAR,SIN DATO,LIMA,TRANSPORTES Y SERVICIOS MI CHINITA E.I.R.L.
3417,10438425824,SIN VERIFICAR,SIN DATO,LIMA,RUBIO TERRONES ELFIRES
3418,20497670561,SIN VERIFICAR,SIN DATO,LIMA,COPEMI S.A.C. CONSTRUCTORES
3419,20224133929,SIN VERIFICAR,SIN DATO,LIMA,INTIPA FOODS S.A.C.
3420,20557564064,SIN VERIFICAR,SIN DATO,LIMA,GO! TRANSPORTE & DISTRIBUCION S.A.C.- GO! TRANSDISAC
3421,20608386379,SIN VERIFICAR,SIN DATO,LIMA,TRANSPORTES & INVERSIONES FAP S.A.C.
3422,20100015103,SIN VERIFICAR,SIN DATO,LIMA,TRANSPORTES 77 S.A.
3423,20480444508,SIN VERIFICAR,SIN DATO,LIMA,APMINCO SRL
3424,20521939231,SIN VERIFICAR,SIN DATO,LIMA,TRANSERVIG POMA S.A.C
3425,10040488958,SIN VERIFICAR,SIN DATO,PASCO,CALIXTO DE MARCELO GRACIELA
3426,20495990568,SIN VERIFICAR,SIN DATO,CAJAMARCA,"""VIRGEN DE LA CONCEPCIÃ“N S.R.L."""
3427,20602365990,SIN VERIFICAR,SIN DATO,LAMBAYEQUE,IMECAL SOCIEDAD COMERCIAL DE RESPONSABILIDAD LIMITADA
3428,20449404697,SIN VERIFICAR,SIN DATO,MOQUEGUA,TRANSPORTE Y SERVICIOS PANCHITO S.R.L.
3429,20535074098,SIN VERIFICAR,SIN DATO,LIMA,J & N MEDINA ASOCIADOS E.I.R.L.
3430,20603842821,SIN VERIFICAR,SIN DATO,SAN MARTIN,GRUPO UNIVERSAL TRANSPORT S.A.C.
3431,20480162600,SIN VERIFICAR,SIN DATO,LIMA,EMPRESA DE TRANSPORTES CESAR S.A.C.
3432,20602373488,SIN VERIFICAR,SIN DATO,LIMA,OVOPACK S.R.L.
3433,10274331564,SIN VERIFICAR,SIN DATO,LIMA,BENAVIDES DIAZ NELIDA
3434,20539129237,SIN VERIFICAR,SIN DATO,SAN MARTIN,SHILCAYO GRIFO AMAZONAS S.R.L.
3435,10181528414,SIN VERIFICAR,SIN DATO,LIMA,CORTIJO CRUZ SANTOS FRONILDA
3436,10414037611,SIN VERIFICAR,SIN DATO,LIMA,SANCHEZ RODRIGUEZ EDITH MARITZA
3437,10174226780,SIN VERIFICAR,SIN DATO,LIMA,CORONEL VDA DE FERNANDEZ LORENZA
3438,20530340041,SIN VERIFICAR,SIN DATO,LIMA,OLEOCENTRO Y SERVICIOS GENERALES CHAKAS E.I.R.L.
3439,10282942297,SIN VERIFICAR,SIN DATO,LIMA,TELLO TELLO FIDIA
3440,10442055021,SIN VERIFICAR,SIN DATO,LIMA,SAUCEDO GOICOCHEA FRANKLIN OMAR
3441,10745804328,SIN VERIFICAR,SIN DATO,LIMA,VALERO QUISPE RUBELIA RUBI
3442,10442017323,SIN VERIFICAR,SIN DATO,LIMA,SARMIENTO CAMONES IBETH LIZ
3443,20490001973,SIN VERIFICAR,SIN DATO,APURIMAC,EMPRESA DE TRANSPORTES  Y TURISMO ECOTUR  S.A.C. - ECOTUR S.A.C.
3444,20601391954,SIN VERIFICAR,SIN DATO,LIMA,AGRICOLA SAN EXPEDITO S.A.C.
3445,10417837758,SIN VERIFICAR,SIN DATO,LIMA,ORE QUIÃ‘ONES SANTIAGO FELIX
3446,10320444077,SIN VERIFICAR,SIN DATO,LIMA,PECAN Ã‘OPE PRIMITIVO AMANCIO
3447,10435511312,SIN VERIFICAR,SIN DATO,LIMA,ALVAREZ TELADA JEREMIAS
3448,20501580474,SIN VERIFICAR,SIN DATO,LIMA,INDUSTRIA QUIMICA MENDOZA E HIJOS SOCIEDAD ANONIMA CERRADA - IQMEH S.A.C.
3449,20603741014,SIN VERIFICAR,SIN DATO,PIURA,SERVICIOS Y TRANSPORTES G & O E.I.R.L.
3450,10468843582,SIN VERIFICAR,SIN DATO,AYACUCHO,ROBLES RAMOS ANDREE CRISTIAN
3451,20601809878,SIN VERIFICAR,SIN DATO,LIMA,INDUVALLE S.R.L.
3452,20539869940,SIN VERIFICAR,SIN DATO,LA LIBERTAD,PALVIGAR S.A.C
3453,10194350801,SIN VERIFICAR,SIN DATO,LIMA,LOPEZ PAZ FIDEL
3454,10287131424,SIN VERIFICAR,SIN DATO,AYACUCHO,PARAGUAY MUCHA BERTHA JANET
3455,10181622054,SIN VERIFICAR,SIN DATO,LA LIBERTAD,GARCIA ALVAREZ MANUEL ESTEBAN
3456,20602487645,SIN VERIFICAR,SIN DATO,LIMA,TRANSPORTES Y SERVICIOS GENERALES T.C.Y. S.R.L.
3457,10181403395,SIN VERIFICAR,SIN DATO,LIMA,REYNA MURGA MIRIAN ELIZABETH
3458,10455579100,SIN VERIFICAR,SIN DATO,LIMA,RAMIREZ VEGA ALICIA BEATRIZ
3459,20601900662,SIN VERIFICAR,SIN DATO,LIMA,ECOVIVESOCIAL S.A.C.
3460,20606076364,SIN VERIFICAR,SIN DATO,LIMA,ZELA CARGOS S.R.L
3461,20486177439,SIN VERIFICAR,SIN DATO,LIMA,INGENIERIA Y TECNOLOGIA APLICADA S.A.C.
3462,20601161860,SIN VERIFICAR,SIN DATO,LIMA,LEYVA PERÃŠ INGENIERIA CONSTRUCCIÃ“N Y GESTIÃ“N E.I.R.L.
3463,20370715107,SIN VERIFICAR,SIN DATO,AREQUIPA,M & M PRODUCTOS MEDICOS Y FARMACEUTICOS E.I.R.L.
3464,20609087308,SIN VERIFICAR,SIN DATO,LIMA,LENVAZ S.A.C.
3465,20607720216,SIN VERIFICAR,SIN DATO,LIMA,ANBU E.I.R.L.
3466,20100114187,SIN VERIFICAR,SIN DATO,LIMA,INGENIEROS CIVILES Y CONTRATISTAS GENERALES S.A.
3467,20465560119,SIN VERIFICAR,SIN DATO,LIMA,INGENIERIA TRANSPORTES Y EQUIPOS CONTRATISTAS GENERALES SRL
3468,20484007366,SIN VERIFICAR,SIN DATO,PIURA,INVERSIONES Y SERVICIOS SAN PEDRO SOCIEDAD ANONIMA CERRADA
3469,20533620443,SIN VERIFICAR,SIN DATO,LIMA,EMPRESA DE TRANSPORTE Y SERVICIOS MULTIPLES J.V.G. S.R.L.
3470,20609277964,SIN VERIFICAR,SIN DATO,LIMA,F & B ANDINA S.A.C.
3471,20533744096,SIN VERIFICAR,SIN DATO,LIMA,SJT LUCKY STAR E.I.R.L.
3472,10400960262,SIN VERIFICAR,SIN DATO,AYACUCHO,RAMOS CANCHARI DANTE
3473,20604962553,SIN VERIFICAR,SIN DATO,LIMA,DISTRIBUCIONES KHALEB S.A.C.
3474,10445783540,SIN VERIFICAR,SIN DATO,LIMA,TIPULA ZAPATA MARCOS
3475,10706121540,SIN VERIFICAR,SIN DATO,LIMA,CAYO MONTESINOS EDWIN
3476,20449386346,SIN VERIFICAR,SIN DATO,LIMA,MULTISERVIS CUAYLA E.I.R.L.
3477,20601858259,SIN VERIFICAR,SIN DATO,LIMA,WARAYANA PROYECTOS E INVERSIONES SAC
3478,10282982281,SIN VERIFICAR,SIN DATO,AYACUCHO,CARLOS BENECIO CALDERON CAHUANA
3479,20605337849,SIN VERIFICAR,SIN DATO,LIMA,HENRY COOPER S.A.C.
3480,20127705969,SIN VERIFICAR,SIN DATO,LIMA,BEAGLE AGENTES DE ADUANA S.A.
3481,20482304665,SIN VERIFICAR,SIN DATO,LIMA,CONSORCIO RODRIGUEZ CABALLERO S.A.C.
3482,10165997137,SIN VERIFICAR,SIN DATO,LIMA,BERNAL LLONTOP RAMOS
3483,10439360815,SIN VERIFICAR,SIN DATO,LIMA,VASQUEZ ROMERO MARIA DORIS
3484,20481586250,SIN VERIFICAR,SIN DATO,LAMBAYEQUE,TRANSPORTES Y REPRESENTACIONES DIVINO DIOS S.A.C
3485,10335745871,SIN VERIFICAR,SIN DATO,LAMBAYEQUE,ZEVALLOS BANDA SEGUNDO ALFONSO
3486,20449268653,SIN VERIFICAR,SIN DATO,TACNA,RB & RD S.R.L.
3487,10200546852,SIN VERIFICAR,SIN DATO,JUNIN,FERNANDEZ YARANGA ANA VILMA
3488,10198358296,SIN VERIFICAR,SIN DATO,LIMA,MUNIVES ATACHAGUA HUGO SAUL
3489,10253302629,SIN VERIFICAR,SIN DATO,LIMA,JESUS HUERTA LUISITA
3490,20607034126,SIN VERIFICAR,SIN DATO,LIMA,EMPRESA & SERVICIOS DE TRANSPORTES CLEYSER S.A.C.
3491,10028328538,SIN VERIFICAR,SIN DATO,PIURA,GARRIDO AZCARATE GLADYS DEL SOCORRO
3492,20496178875,SIN VERIFICAR,SIN DATO,CAJAMARCA,G Y B SERVICIOS GENERALES S.R.L.
3493,20600279450,SIN VERIFICAR,SIN DATO,LIMA,TRANSPORTES EGUSQUIZA HERMANOS S.A.C. - TEH S.A.C
3494,20601498422,SIN VERIFICAR,SIN DATO,LIMA,SERVICIOS GENERALES JOSEL S.R.L.
3495,20531690827,SIN VERIFICAR,SIN DATO,LIMA,MILANO CONSTRUCTORES E.I.R.L.
3496,20559968146,SIN VERIFICAR,SIN DATO,LA LIBERTAD,INVERSIONES KRAVA S.A.C.
3497,20559230601,SIN VERIFICAR,SIN DATO,AREQUIPA,M & Y GREEN TRUCKS S.R.L.
3498,10155928536,SIN VERIFICAR,SIN DATO,LIMA,ULARTE RIOS ANA MARIA
3499,20525183778,SIN VERIFICAR,SIN DATO,LIMA,SERVICIOS GENERALES GALAGA S.A.C.
3500,20393201348,SIN VERIFICAR,SIN DATO,LIMA,INDUSTRIA Y SERVICIOS KAROLINA S.A.C.
3501,10090122598,SIN VERIFICAR,SIN DATO,LIMA,HIJAR RAMIREZ ANDRES AVELINO
3502,20440468498,SIN VERIFICAR,SIN DATO,LA LIBERTAD,INVERSIONES SANTA ROSA S.A.C.
3503,10098030587,SIN VERIFICAR,SIN DATO,LIMA,VERASTEGUI POMA VICTOR OVIDIO
3504,10238824791,SIN VERIFICAR,SIN DATO,LIMA,CRUZ DELGADO JESUS
3505,20523581831,SIN VERIFICAR,SIN DATO,LIMA,C & M TRANSPORTES TORIBIO S.A.C.
3506,20539409515,SIN VERIFICAR,SIN DATO,AREQUIPA,EMADSUR E.I.R.L.
3507,10489758780,SIN VERIFICAR,SIN DATO,LIMA,ANAYA GONZALES MARTIN
3508,20502221796,SIN VERIFICAR,SIN DATO,LIMA,TECNOLOGIAS ECOLOGICAS PRISMA SAC
3509,20510043538,SIN VERIFICAR,SIN DATO,LIMA,TRANSPORTES SANCHEZ SOCIEDAD ANONIMA CERRADA
3510,10040116651,SIN VERIFICAR,SIN DATO,LIMA,SANCHEZ LOPEZ JUAN ANTONIO
3511,10094385607,SIN VERIFICAR,SIN DATO,LIMA,BALAREZO GAYOSO LELIO LUIS
3512,20505057822,SIN VERIFICAR,SIN DATO,LIMA,EMPRESA DE TRANSPORTES Y SERVICIOS GENUINOS SOCIEDAD COMERCIAL DE RESPONSABILIDAD LIMITADA
3513,20551015077,SIN VERIFICAR,SIN DATO,LIMA,TRANSPORTES J & K MARINO EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA
3514,20453661629,SIN VERIFICAR,SIN DATO,LIMA,R.R.B. TRANS. S.RL.
3515,20475262647,SIN VERIFICAR,SIN DATO,LIMA,NEPTUNO CONTRATISTAS GENERALES S.A.C.
3516,20545393043,SIN VERIFICAR,SIN DATO,LIMA,J.C. PERUVIAN IMPORT & EXPORT S.A.C.
3517,10484195485,SIN VERIFICAR,SIN DATO,LIMA,AVILES SALGUERON ROSMERY
