vehiculo_id,placa,marca_modelo_key,empresa_key,tiempo_fabricacion_key,geografia_key,vehiculo_specs_key,clase_vehicular,combustible,asientos,capacidad_carga_kg,antiguedad_anios,rango_antiguedad,es_reciente,region_natural,zona_comercial,decada,fuente_datos
9384,ATL917,40,2683,2017.0,27,77,CAMION,DIESEL,2,16300.0,7,6-10 años,False,COSTA,LIMA,2010s,mtc_carga
9385,TBM832,40,2684,2019.0,27,78,CAMION,DIESEL,2,24000.0,5,0-5 años,True,COSTA,LIMA,2010s,mtc_carga
9386,TBR869,40,2685,2019.0,29,79,CAMION,DIESEL,2,11500.0,5,0-5 años,True,COSTA,NORTE,2010s,mtc_carga
9387,Z4F925,41,2686,1984.0,27,80,CAMION,DIESEL,3,7100.0,40,20+ años,False,COSTA,LIMA,1980s,mtc_carga
9388,T6T862,39,2687,2013.0,27,81,CAMION,DIESEL,2,18000.0,11,11-15 años,False,COSTA,LIMA,2010s,mtc_carga
9389,Z2M920,42,2688,1970.0,27,82,CAMION,DIESEL,3,7100.0,54,20+ años,False,COSTA,LIMA,1970s,mtc_carga
9390,BPC909,40,2689,2019.0,27,83,CAMION,DIESEL,2,14300.0,5,0-5 años,True,COSTA,LIMA,2010s,mtc_carga
9391,VBX752,40,2690,2019.0,27,84,CAMION,DIESEL,2,16500.0,5,0-5 años,True,COSTA,LIMA,2010s,mtc_carga
9392,X2H817,43,2691,,27,85,REMOLCADOR,DIESEL,3,17000.0,,SIN DATO,False,COSTA,LIMA,SIN DATO,mtc_carga
9393,M3H839,44,2692,1984.0,30,86,CAMION,PETROLEO,3,10000.0,40,20+ años,False,COSTA,NORTE,1980s,mtc_carga
9394,WGF971,45,2693,2007.0,27,87,CAMION,PETROLEO,,8770.0,17,16-20 años,False,COSTA,LIMA,2000s,mtc_carga
9395,BMW909,40,2694,2019.0,27,88,CAMION,DIESEL,3,17000.0,5,0-5 años,True,COSTA,LIMA,2010s,mtc_carga
9396,APW870,46,2695,1980.0,27,89,CAMION,DIESEL,3,3000.0,44,20+ años,False,COSTA,LIMA,1980s,mtc_carga
9397,T6J837,39,2696,2013.0,30,90,CAMION,DIESEL,2,17500.0,11,11-15 años,False,COSTA,NORTE,2010s,mtc_carga
9398,XH1403,47,2697,1979.0,31,91,CAMION,PETROLEO,,2090.0,45,20+ años,False,COSTA,SUR,1970s,mtc_carga
9399,F9Y949,48,2698,1982.0,27,92,CAMION,PETROLEO,2,4500.0,42,20+ años,False,COSTA,LIMA,1980s,mtc_carga
9400,Z2X905,49,2699,1984.0,27,93,CAMION,PETROLEO,3,9000.0,40,20+ años,False,COSTA,LIMA,1980s,mtc_carga
9401,T5Q844,50,2700,2006.0,27,94,CAMION,DIESEL,2,30780.0,18,16-20 años,False,COSTA,LIMA,2000s,mtc_carga
9402,BJY798,40,2701,2019.0,27,95,CAMION,DIESEL,2,8400.0,5,0-5 años,True,COSTA,LIMA,2010s,mtc_carga
9403,W2J840,51,2702,1984.0,27,96,CAMION,PETROLEO,3,2500.0,40,20+ años,False,COSTA,LIMA,1980s,mtc_carga
9404,F9G876,52,2703,1983.0,27,97,CAMION,PETROLEO,3,9710.0,41,20+ años,False,COSTA,LIMA,1980s,mtc_carga
9405,TBM821,40,2704,2019.0,27,98,CAMION,DIESEL,3,7500.0,5,0-5 años,True,COSTA,LIMA,2010s,mtc_carga
9406,B4U760,53,2705,1982.0,27,99,CAMION,DIESEL,3,11140.0,42,20+ años,False,COSTA,LIMA,1980s,mtc_carga
9407,ANH876,40,2706,2015.0,27,100,CAMION,DIESEL,2,14250.0,9,6-10 años,False,COSTA,LIMA,2010s,mtc_carga
9408,C4X843,54,2707,1981.0,30,101,CAMION,DIESEL,3,15500.0,43,20+ años,False,COSTA,NORTE,1980s,mtc_carga
9409,AUL884,40,2708,2017.0,27,102,CAMION,DIESEL,2,16660.0,7,6-10 años,False,COSTA,LIMA,2010s,mtc_carga
9410,TBW934,40,2709,2019.0,27,103,CAMION,DIESEL,2,10230.0,5,0-5 años,True,COSTA,LIMA,2010s,mtc_carga
9411,Z5T791,55,2710,1986.0,27,104,CAMION,PETROLEO,3,10000.0,38,20+ años,False,COSTA,LIMA,1980s,mtc_carga
9412,M2F803,56,2711,1992.0,29,105,CAMION,DIESEL,3,4800.0,32,20+ años,False,COSTA,NORTE,1990s,mtc_carga
9413,P3T791,57,2712,1985.0,32,106,CAMION,GASOLINA,2,25000.0,39,20+ años,False,COSTA,NORTE,1980s,mtc_carga
9414,Z3F927,58,2713,1986.0,27,107,CAMION,PETROLEO,3,15000.0,38,20+ años,False,COSTA,LIMA,1980s,mtc_carga
9415,T9B913,40,2714,2017.0,33,108,CAMION,DIESEL,2,17000.0,7,6-10 años,False,SIERRA,ORIENTE,2010s,mtc_carga
9416,BPW895,40,2715,2019.0,34,109,CAMION,DIESEL,2,22000.0,5,0-5 años,True,SIERRA,CENTRO,2010s,mtc_carga
9417,BNJ892,40,2716,2019.0,27,110,CAMION,DIESEL,2,6900.0,5,0-5 años,True,COSTA,LIMA,2010s,mtc_carga
9418,T8U923,40,2717,2017.0,27,111,CAMION,DIESEL,2,22000.0,7,6-10 años,False,COSTA,LIMA,2010s,mtc_carga
9419,YB1249,59,2718,1981.0,29,112,REMOLCADOR,PETROLEO,,12000.0,43,20+ años,False,COSTA,NORTE,1980s,mtc_carga
9420,AAB797,60,2719,1981.0,35,113,CAMION,PETROLEO,3,20140.0,43,20+ años,False,SELVA,ORIENTE,1980s,mtc_carga
9421,BNZ921,40,2720,2019.0,27,114,CAMION,DIESEL,2,11200.0,5,0-5 años,True,COSTA,LIMA,2010s,mtc_carga
9422,BNV827,40,2721,2019.0,36,115,CAMION,DIESEL,2,11430.0,5,0-5 años,True,COSTA,CENTRO,2010s,mtc_carga
9423,D4O929,61,2722,1981.0,27,116,CAMION,PETROLEO,2,20850.0,43,20+ años,False,COSTA,LIMA,1980s,mtc_carga
9424,AJC793,62,2723,1981.0,30,117,CAMION,PETROLEO,3,13320.0,43,20+ años,False,COSTA,NORTE,1980s,mtc_carga
9425,T9C869,40,2724,2017.0,27,118,CAMION,DIESEL,2,16100.0,7,6-10 años,False,COSTA,LIMA,2010s,mtc_carga
9426,BPR911,40,2725,2019.0,27,83,CAMION,DIESEL,3,12000.0,5,0-5 años,True,COSTA,LIMA,2010s,mtc_carga
9427,B7L817,63,2726,1981.0,27,119,CAMION,DIESEL,2,21000.0,43,20+ años,False,COSTA,LIMA,1980s,mtc_carga
9428,F0T937,64,2719,1981.0,35,120,CAMION,PETROLEO,2,11750.0,43,20+ años,False,SELVA,ORIENTE,1980s,mtc_carga
9429,TBR833,40,2727,2019.0,37,121,CAMION,DIESEL,2,10500.0,5,0-5 años,True,COSTA,NORTE,2010s,mtc_carga
9430,TBL896,40,2728,2019.0,27,122,CAMION,DIESEL,2,15730.0,5,0-5 años,True,COSTA,LIMA,2010s,mtc_carga
9431,TBU853,40,2729,2019.0,29,123,CAMION,DIESEL,2,11500.0,5,0-5 años,True,COSTA,NORTE,2010s,mtc_carga
9432,BPI898,40,2730,2019.0,27,83,CAMION,DIESEL,2,17000.0,5,0-5 años,True,COSTA,LIMA,2010s,mtc_carga
9433,TBV910,40,2731,2019.0,27,124,CAMION,DIESEL,2,13000.0,5,0-5 años,True,COSTA,LIMA,2010s,mtc_carga
9434,BRD721,40,2732,2019.0,27,125,CAMION,DIESEL,2,7800.0,5,0-5 años,True,COSTA,LIMA,2010s,mtc_carga
9435,D7M926,65,2733,1981.0,27,120,CAMION,PETROLEO,2,15000.0,43,20+ años,False,COSTA,LIMA,1980s,mtc_carga
9436,ACP770,66,2734,1982.0,27,126,CAMION,DIESEL,3,15842.0,42,20+ años,False,COSTA,LIMA,1980s,mtc_carga
9437,TBW817,40,2735,2019.0,37,127,CAMION,DIESEL,2,21500.0,5,0-5 años,True,COSTA,NORTE,2010s,mtc_carga
9438,BRM741,40,2736,2019.0,27,128,CAMION,DIESEL,2,17000.0,5,0-5 años,True,COSTA,LIMA,2010s,mtc_carga
9439,ATA889,40,2737,2017.0,27,129,CAMION,DIESEL,2,21800.0,7,6-10 años,False,COSTA,LIMA,2010s,mtc_carga
9440,TCK888,40,2738,2019.0,37,130,CAMION,DIESEL,2,16500.0,5,0-5 años,True,COSTA,NORTE,2010s,mtc_carga
9441,V6L935,39,2739,2013.0,38,131,CAMION,DIESEL,2,18300.0,11,11-15 años,False,COSTA,SUR,2010s,mtc_carga
9442,F5O824,39,2740,2013.0,37,132,CAMION,DIESEL,2,18700.0,11,11-15 años,False,COSTA,NORTE,2010s,mtc_carga
9443,T6G846,39,2741,2013.0,27,133,CAMION,DIESEL,2,19050.0,11,11-15 años,False,COSTA,LIMA,2010s,mtc_carga
9444,AUG796,40,2742,2017.0,28,134,CAMION,DIESEL,2,16200.0,7,6-10 años,False,SIERRA,SUR,2010s,mtc_carga
9445,ATE738,40,2743,2017.0,38,135,CAMION,DIESEL,2,15040.0,7,6-10 años,False,COSTA,SUR,2010s,mtc_carga
9446,V2W887,67,2744,1976.0,27,136,CAMION,DIESEL,3,13540.0,48,20+ años,False,COSTA,LIMA,1970s,mtc_carga
9447,V4B809,68,2745,1978.0,38,137,REMOLCADOR,DIESEL,2,18200.0,46,20+ años,False,COSTA,SUR,1970s,mtc_carga
9448,VBT745,40,2746,2019.0,27,138,CAMION,DIESEL,2,10500.0,5,0-5 años,True,COSTA,LIMA,2010s,mtc_carga
9449,BRR737,40,2747,2019.0,39,134,CAMION,DIESEL,2,18000.0,5,0-5 años,True,SIERRA,CENTRO,2010s,mtc_carga
9450,B7X929,69,2748,1995.0,27,139,CAMION,PETROLEO,,12444.0,29,20+ años,False,COSTA,LIMA,1990s,mtc_carga
9451,V1A863,50,2749,2008.0,27,140,CAMION,DIESEL,2,31000.0,16,16-20 años,False,COSTA,LIMA,2000s,mtc_carga
9452,F2Q726,50,2750,2008.0,33,141,CAMION,DIESEL,2,31390.0,16,16-20 años,False,SIERRA,ORIENTE,2000s,mtc_carga
9453,BRX780,40,2751,2019.0,27,142,CAMION,DIESEL,2,18000.0,5,0-5 años,True,COSTA,LIMA,2010s,mtc_carga
9454,TCC896,40,2752,2019.0,37,143,CAMION,DIESEL,2,11600.0,5,0-5 años,True,COSTA,NORTE,2010s,mtc_carga
9455,D2X814,50,2753,2008.0,38,144,CAMION,DIESEL,2,31110.0,16,16-20 años,False,COSTA,SUR,2000s,mtc_carga
9456,C1R812,50,2754,2008.0,38,145,CAMION,DIESEL,2,30590.0,16,16-20 años,False,COSTA,SUR,2000s,mtc_carga
9457,BPQ779,40,2755,2019.0,27,146,CAMION,DIESEL,2,11000.0,5,0-5 años,True,COSTA,LIMA,2010s,mtc_carga
9458,BSO840,40,2756,2019.0,27,147,CAMION,DIESEL,2,17500.0,5,0-5 años,True,COSTA,LIMA,2010s,mtc_carga
9459,VBS826,40,2757,2019.0,38,148,CAMION,DIESEL,2,10780.0,5,0-5 años,True,COSTA,SUR,2010s,mtc_carga
9460,ARS934,39,2758,2016.0,29,149,CAMION,DIESEL,2,26130.0,8,6-10 años,False,COSTA,NORTE,2010s,mtc_carga
9461,BRS894,40,2759,2019.0,27,150,CAMION,DIESEL,2,7840.0,5,0-5 años,True,COSTA,LIMA,2010s,mtc_carga
9462,D0O838,70,2748,1996.0,27,151,CAMION,PETROLEO,3,7000.0,28,20+ años,False,COSTA,LIMA,1990s,mtc_carga
9463,TBU910,40,2760,2019.0,29,152,CAMION,DIESEL,2,11300.0,5,0-5 años,True,COSTA,NORTE,2010s,mtc_carga
9464,BPO765,40,2761,2019.0,27,153,CAMION,DIESEL,2,10700.0,5,0-5 años,True,COSTA,LIMA,2010s,mtc_carga
9465,VBT863,40,2762,2019.0,38,154,CAMION,DIESEL,2,16800.0,5,0-5 años,True,COSTA,SUR,2010s,mtc_carga
9466,T6Y947,39,2763,2014.0,37,155,CAMION,DIESEL,2,9840.0,10,6-10 años,False,COSTA,NORTE,2010s,mtc_carga
9467,BPI934,40,2764,2019.0,27,156,CAMION,DIESEL,3,15000.0,5,0-5 años,True,COSTA,LIMA,2010s,mtc_carga
9468,TCA803,40,2765,2019.0,37,157,CAMION,DIESEL,2,24000.0,5,0-5 años,True,COSTA,NORTE,2010s,mtc_carga
9469,D9P897,71,2748,1995.0,27,158,CAMION,PETROLEO,3,7860.0,29,20+ años,False,COSTA,LIMA,1990s,mtc_carga
9470,TCE883,40,2766,2019.0,27,159,CAMION,DIESEL,2,11010.0,5,0-5 años,True,COSTA,LIMA,2010s,mtc_carga
9471,ATM838,40,2767,2017.0,27,160,CAMION,DIESEL,2,14500.0,7,6-10 años,False,COSTA,LIMA,2010s,mtc_carga
9472,TBR880,40,2768,2019.0,27,161,CAMION,DIESEL,2,17500.0,5,0-5 años,True,COSTA,LIMA,2010s,mtc_carga
9473,VBR789,40,2769,2019.0,38,121,CAMION,DIESEL,2,11000.0,5,0-5 años,True,COSTA,SUR,2010s,mtc_carga
9474,F9Y724,72,2748,1996.0,27,151,CAMION,PETROLEO,3,7000.0,28,20+ años,False,COSTA,LIMA,1990s,mtc_carga
9475,T8S887,39,2770,2016.0,27,162,CAMION,DIESEL,2,28810.0,8,6-10 años,False,COSTA,LIMA,2010s,mtc_carga
9476,BNZ715,40,2771,2019.0,27,163,CAMION,DIESEL,2,17000.0,5,0-5 años,True,COSTA,LIMA,2010s,mtc_carga
9477,F8W784,39,2772,2013.0,27,164,CAMION,DIESEL,2,17570.0,11,11-15 años,False,COSTA,LIMA,2010s,mtc_carga
9478,ALG923,39,2773,2013.0,27,165,CAMION,DIESEL,2,18470.0,11,11-15 años,False,COSTA,LIMA,2010s,mtc_carga
9479,F9W928,39,2774,2013.0,27,166,CAMION,DIESEL,2,16869.0,11,11-15 años,False,COSTA,LIMA,2010s,mtc_carga
9480,AED739,39,2775,2013.0,27,167,CAMION,DIESEL,2,13570.0,11,11-15 años,False,COSTA,LIMA,2010s,mtc_carga
9481,T7N845,39,2776,2013.0,30,109,CAMION,DIESEL,2,21000.0,11,11-15 años,False,COSTA,NORTE,2010s,mtc_carga
9482,T7O850,39,2777,2013.0,37,168,CAMION,DIESEL,2,15020.0,11,11-15 años,False,COSTA,NORTE,2010s,mtc_carga
9483,T7K865,39,2778,2013.0,27,169,CAMION,DIESEL,2,18430.0,11,11-15 años,False,COSTA,LIMA,2010s,mtc_carga
9484,T7E936,4,2779,2013.0,27,170,CAMION,DIESEL,,17.25,11,11-15 años,False,COSTA,LIMA,2010s,mtc_carga
9485,AEK815,39,2780,2013.0,27,171,CAMION,DIESEL,2,18000.0,11,11-15 años,False,COSTA,LIMA,2010s,mtc_carga
9486,AKS768,39,2781,2013.0,27,172,CAMION,DIESEL,2,16500.0,11,11-15 años,False,COSTA,LIMA,2010s,mtc_carga
9487,BRA842,40,2782,2019.0,27,173,CAMION,DIESEL,2,11000.0,5,0-5 años,True,COSTA,LIMA,2010s,mtc_carga
9488,TBU801,40,2783,2019.0,37,174,CAMION,DIESEL,2,9200.0,5,0-5 años,True,COSTA,NORTE,2010s,mtc_carga
9489,F0T934,39,2784,2014.0,27,175,CAMION,DIESEL,2,19000.0,10,6-10 años,False,COSTA,LIMA,2010s,mtc_carga
9490,XO2701,73,2785,1997.0,27,176,CAMION,PETROLEO,,14846.0,27,20+ años,False,COSTA,LIMA,1990s,mtc_carga
9491,TCF940,40,2786,2019.0,27,142,CAMION,DIESEL,2,18000.0,5,0-5 años,True,COSTA,LIMA,2010s,mtc_carga
9492,XQ9531,74,2787,1997.0,27,177,CAMION,PETROLEO,,14890.0,27,20+ años,False,COSTA,LIMA,1990s,mtc_carga
9493,T6B857,75,2788,1994.0,37,178,CAMION,PETROLEO,3,4000.0,30,20+ años,False,COSTA,NORTE,1990s,mtc_carga
9494,XI4641,17,2789,1994.0,27,179,CAMION,PETROLEO,,6170.0,30,20+ años,False,COSTA,LIMA,1990s,mtc_carga
9495,T7B919,39,2790,2014.0,37,180,CAMION,DIESEL,2,16240.0,10,6-10 años,False,COSTA,NORTE,2010s,mtc_carga
9496,T7G902,39,2791,2014.0,37,181,CAMION,DIESEL,2,20020.0,10,6-10 años,False,COSTA,NORTE,2010s,mtc_carga
9497,T7K851,39,2792,2014.0,27,182,CAMION,DIESEL,2,21000.0,10,6-10 años,False,COSTA,LIMA,2010s,mtc_carga
9498,F6L786,75,2772,1994.0,27,183,CAMION,PETROLEO,3,4600.0,30,20+ años,False,COSTA,LIMA,1990s,mtc_carga
9499,XG7778,17,2793,1994.0,27,184,CAMION,PETROLEO,,4180.0,30,20+ años,False,COSTA,LIMA,1990s,mtc_carga
9500,XG8574,17,2793,1994.0,27,185,CAMION,PETROLEO,,6170.0,30,20+ años,False,COSTA,LIMA,1990s,mtc_carga
9501,A2X911,75,2794,1994.0,27,186,CAMION,PETROLEO,3,4710.0,30,20+ años,False,COSTA,LIMA,1990s,mtc_carga
9502,B0N939,50,2795,2008.0,30,145,CAMION,DIESEL,2,30590.0,16,16-20 años,False,COSTA,NORTE,2000s,mtc_carga
9503,V7M718,39,2796,2014.0,38,187,CAMION,DIESEL,2,15500.0,10,6-10 años,False,COSTA,SUR,2010s,mtc_carga
9504,BRO700,40,2797,2019.0,27,188,CAMION,DIESEL,2,15000.0,5,0-5 años,True,COSTA,LIMA,2010s,mtc_carga
9505,AJG902,39,2798,2015.0,27,189,REMOLCADOR,DIESEL,2,11480.0,9,6-10 años,False,COSTA,LIMA,2010s,mtc_carga
9506,F9C759,75,2799,1994.0,27,178,CAMION,PETROLEO,3,4980.0,30,20+ años,False,COSTA,LIMA,1990s,mtc_carga
9507,EGP980,75,2800,1995.0,27,178,CAMION,PETROLEO,3,4670.0,29,20+ años,False,COSTA,LIMA,1990s,mtc_carga
9508,BRM900,40,2801,2019.0,27,128,CAMION,DIESEL,2,18300.0,5,0-5 años,True,COSTA,LIMA,2010s,mtc_carga
9509,TCD831,40,2802,2019.0,37,190,CAMION,DIESEL,2,22500.0,5,0-5 años,True,COSTA,NORTE,2010s,mtc_carga
9510,BPN788,40,2803,2019.0,27,83,CAMION,DIESEL,2,17000.0,5,0-5 años,True,COSTA,LIMA,2010s,mtc_carga
9511,T7T830,39,2804,2015.0,27,191,CAMION,DIESEL,2,16100.0,9,6-10 años,False,COSTA,LIMA,2010s,mtc_carga
9512,TCD863,40,2805,2019.0,37,192,CAMION,DIESEL,2,16250.0,5,0-5 años,True,COSTA,NORTE,2010s,mtc_carga
9513,BSF878,40,2806,2019.0,27,193,CAMION,DIESEL,2,10330.0,5,0-5 años,True,COSTA,LIMA,2010s,mtc_carga
9514,BSP854,40,2807,2019.0,27,83,CAMION,DIESEL,3,17000.0,5,0-5 años,True,COSTA,LIMA,2010s,mtc_carga
9515,BSE917,40,2808,2019.0,27,194,CAMION,DIESEL,2,22000.0,5,0-5 años,True,COSTA,LIMA,2010s,mtc_carga
9516,TBT868,40,2809,2019.0,27,195,CAMION,DIESEL,2,12000.0,5,0-5 años,True,COSTA,LIMA,2010s,mtc_carga
9517,T8A884,39,2810,2015.0,27,196,CAMION,DIESEL,2,8400.0,9,6-10 años,False,COSTA,LIMA,2010s,mtc_carga
9518,BRE878,40,2166,2019.0,27,197,CAMION,DIESEL,2,11230.0,5,0-5 años,True,COSTA,LIMA,2010s,mtc_carga
9519,EGU917,39,2811,2014.0,27,198,CAMION,DIESEL,2,11324.0,10,6-10 años,False,COSTA,LIMA,2010s,mtc_carga
9520,BEP812,40,2812,2020.0,27,199,CAMION,DIESEL,2,17000.0,4,0-5 años,True,COSTA,LIMA,2020s,mtc_carga
9521,AFU906,39,2813,2014.0,27,200,CAMION,DIESEL,2,17700.0,10,6-10 años,False,COSTA,LIMA,2010s,mtc_carga
9522,P1Y908,76,2814,1972.0,27,201,CAMION,DIESEL,3,2630.0,52,20+ años,False,COSTA,LIMA,1970s,mtc_carga
9523,TCD899,40,2805,2019.0,37,192,CAMION,DIESEL,2,16250.0,5,0-5 años,True,COSTA,NORTE,2010s,mtc_carga
9524,EGS916,75,2800,1995.0,27,178,CAMION,PETROLEO,3,4670.0,29,20+ años,False,COSTA,LIMA,1990s,mtc_carga
9525,B2F858,75,2815,1995.0,27,202,CAMION,DIESEL,3,9330.0,29,20+ años,False,COSTA,LIMA,1990s,mtc_carga
9526,BPO854,40,2803,2019.0,27,83,CAMION,DIESEL,2,17000.0,5,0-5 años,True,COSTA,LIMA,2010s,mtc_carga
9527,Z1B881,77,2816,1970.0,27,203,CAMION,DIESEL,2,3000.0,54,20+ años,False,COSTA,LIMA,1970s,mtc_carga
9528,F8Z830,78,2817,1972.0,34,204,CAMION,DIESEL,3,4410.0,52,20+ años,False,SIERRA,CENTRO,1970s,mtc_carga
9529,TBY832,40,2818,2019.0,27,205,CAMION,DIESEL,2,12000.0,5,0-5 años,True,COSTA,LIMA,2010s,mtc_carga
9530,AAJ929,39,2819,2013.0,27,206,CAMION,DIESEL,2,13750.0,11,11-15 años,False,COSTA,LIMA,2010s,mtc_carga
9531,EGN980,39,2681,2013.0,27,75,CAMION,DIESEL,2,15960.0,11,11-15 años,False,COSTA,LIMA,2010s,mtc_carga
9532,T6B855,39,2820,2013.0,37,207,CAMION,DIESEL,2,17290.0,11,11-15 años,False,COSTA,NORTE,2010s,mtc_carga
9533,BSF839,40,2806,2019.0,27,208,CAMION,DIESEL,2,16630.0,5,0-5 años,True,COSTA,LIMA,2010s,mtc_carga
9534,F2K757,79,2821,2004.0,27,209,CMTA PANEL,PETROLEO,2,800.0,20,16-20 años,False,COSTA,LIMA,2000s,mtc_carga
9535,AKY768,39,2822,2015.0,27,210,CAMION,DIESEL,2,8000.0,9,6-10 años,False,COSTA,LIMA,2010s,mtc_carga
9536,W7C837,80,2823,1985.0,27,211,CAMION,DIESEL,3,2890.0,39,20+ años,False,COSTA,LIMA,1980s,mtc_carga
9537,VBX896,40,2824,2019.0,27,212,CAMION,DIESEL,2,10300.0,5,0-5 años,True,COSTA,LIMA,2010s,mtc_carga
9538,BPR738,40,2825,2019.0,27,213,CAMION,DIESEL,2,10800.0,5,0-5 años,True,COSTA,LIMA,2010s,mtc_carga
9539,A8O851,50,2826,2010.0,27,214,CAMION,DIESEL,2,26630.0,14,11-15 años,False,COSTA,LIMA,2010s,mtc_carga
9540,TBZ893,40,1066,2019.0,27,215,CAMION,DIESEL,2,12000.0,5,0-5 años,True,COSTA,LIMA,2010s,mtc_carga
9541,TCF812,40,2827,2019.0,29,216,CAMION,DIESEL,2,10300.0,5,0-5 años,True,COSTA,NORTE,2010s,mtc_carga
9542,T8Y931,40,2828,2017.0,30,217,CAMION,DIESEL,2,16700.0,7,6-10 años,False,COSTA,NORTE,2010s,mtc_carga
9543,ALD802,39,2829,2015.0,27,218,CAMION,DIESEL,2,10000.0,9,6-10 años,False,COSTA,LIMA,2010s,mtc_carga
9544,AMM893,39,2830,2016.0,34,88,CAMION,DIESEL,3,16000.0,8,6-10 años,False,SIERRA,CENTRO,2010s,mtc_carga
9545,V3Q802,39,2831,2010.0,30,219,CAMION,DIESEL,3,20000.0,14,11-15 años,False,COSTA,NORTE,2010s,mtc_carga
9546,BRL844,40,2832,2019.0,27,220,CAMION,DIESEL,2,16000.0,5,0-5 años,True,COSTA,LIMA,2010s,mtc_carga
9547,VBR853,40,2833,2019.0,38,221,CAMION,DIESEL,2,10050.0,5,0-5 años,True,COSTA,SUR,2010s,mtc_carga
9548,AKO870,4,2834,2015.0,27,222,CAMION,DIESEL,,14.3,9,6-10 años,False,COSTA,LIMA,2010s,mtc_carga
9549,TBY878,40,2835,2019.0,27,223,CAMION,DIESEL,2,11050.0,5,0-5 años,True,COSTA,LIMA,2010s,mtc_carga
9550,BRZ843,40,2836,2019.0,27,224,CAMION,DIESEL,2,18000.0,5,0-5 años,True,COSTA,LIMA,2010s,mtc_carga
9551,Z4R895,81,2837,1984.0,27,225,CAMION,DIESEL,3,9500.0,40,20+ años,False,COSTA,LIMA,1980s,mtc_carga
9552,Z4H731,82,2838,1984.0,37,226,CAMION,DIESEL,2,6590.0,40,20+ años,False,COSTA,NORTE,1980s,mtc_carga
9553,AZP877,83,2839,1981.0,27,227,CAMION,DIESEL,3,9000.0,43,20+ años,False,COSTA,LIMA,1980s,mtc_carga
9554,TCH809,40,2840,2019.0,27,228,CAMION,DIESEL,2,13000.0,5,0-5 años,True,COSTA,LIMA,2010s,mtc_carga
9555,BSP707,40,2841,2019.0,27,229,CAMION,DIESEL,2,11000.0,5,0-5 años,True,COSTA,LIMA,2010s,mtc_carga
9556,BSO743,40,2842,2019.0,27,230,CAMION,DIESEL,3,17000.0,5,0-5 años,True,COSTA,LIMA,2010s,mtc_carga
9557,BSJ766,40,2843,2019.0,27,231,CAMION,DIESEL,2,5650.0,5,0-5 años,True,COSTA,LIMA,2010s,mtc_carga
9558,WO5515,84,2844,1983.0,27,232,CAMION,PETROLEO,,10000.0,41,20+ años,False,COSTA,LIMA,1980s,mtc_carga
9559,EGF859,85,2845,1980.0,37,233,CAMION,PETROLEO,,0.0,44,20+ años,False,COSTA,NORTE,1980s,mtc_carga
9560,WO4411,86,2846,1983.0,27,234,CAMION,PETROLEO,,2580.0,41,20+ años,False,COSTA,LIMA,1980s,mtc_carga
9561,BSL943,40,2847,2019.0,27,235,CAMION,DIESEL,2,8650.0,5,0-5 años,True,COSTA,LIMA,2010s,mtc_carga
9562,T8W837,40,2848,2017.0,37,236,CAMION,DIESEL,2,19950.0,7,6-10 años,False,COSTA,NORTE,2010s,mtc_carga
9563,TCF880,40,2849,2019.0,27,237,CAMION,DIESEL,2,11000.0,5,0-5 años,True,COSTA,LIMA,2010s,mtc_carga
9564,TCJ934,40,2850,2019.0,27,238,CAMION,DIESEL,2,10350.0,5,0-5 años,True,COSTA,LIMA,2010s,mtc_carga
9565,VBR926,40,2851,2019.0,27,239,CAMION,DIESEL,2,10050.0,5,0-5 años,True,COSTA,LIMA,2010s,mtc_carga
9566,BSS923,40,2852,2019.0,27,240,CAMION,DIESEL,2,10300.0,5,0-5 años,True,COSTA,LIMA,2010s,mtc_carga
9567,TCK887,40,2853,2019.0,27,241,CAMION,DIESEL,2,10450.0,5,0-5 años,True,COSTA,LIMA,2010s,mtc_carga
9568,BSC724,40,2847,2019.0,27,242,CAMION,DIESEL,2,8550.0,5,0-5 años,True,COSTA,LIMA,2010s,mtc_carga
9569,BTA866,40,2854,2019.0,27,83,CAMION,DIESEL,3,16954.0,5,0-5 años,True,COSTA,LIMA,2010s,mtc_carga
9570,TCC859,40,2855,2019.0,27,243,CAMION,DIESEL,2,11500.0,5,0-5 años,True,COSTA,LIMA,2010s,mtc_carga
9571,BSO923,40,2856,2019.0,27,213,CAMION,DIESEL,2,10000.0,5,0-5 años,True,COSTA,LIMA,2010s,mtc_carga
9572,WD9094,87,2857,1980.0,37,244,CAMION,PETROLEO,,2800.0,44,20+ años,False,COSTA,NORTE,1980s,mtc_carga
9573,P1V876,88,2858,1980.0,27,245,CAMION,PETROLEO,3,2500.0,44,20+ años,False,COSTA,LIMA,1980s,mtc_carga
9574,XO8491,89,2859,1972.0,27,246,CAMION,PETROLEO,,4130.0,52,20+ años,False,COSTA,LIMA,1970s,mtc_carga
9575,WA1465,90,2860,1972.0,32,244,CAMION,PETROLEO,,1500.0,52,20+ años,False,COSTA,NORTE,1970s,mtc_carga
9576,P3B751,91,2861,1972.0,27,247,CAMION,DIESEL,2,2500.0,52,20+ años,False,COSTA,LIMA,1970s,mtc_carga
9577,WA1494,92,2862,1972.0,32,248,CAMION,PETROLEO,,1500.0,52,20+ años,False,COSTA,NORTE,1970s,mtc_carga
9578,EGG575,39,2863,2010.0,40,249,CAMION,DIESEL,2,6080.0,14,11-15 años,False,SIERRA,NORTE,2010s,mtc_carga
